white_id,opening_name,Games Played,Win Rate
lukas24,Modern Defense,1,1.0
lukas2510,Zukertort Opening: Old Indian Attack,1,0.0
lukat92,Caro-Kann Defense: Advance Variation,2,1.0
lula1971,Ruy Lopez: Exchange Variation |  Lutikov Variation,1,1.0
lulucholista,King's Pawn Game,1,1.0
lumberjack777,English Opening: Anglo-Scandinavian Defense,1,0.0
lumiga,Ruy Lopez: Exchange Variation,1,0.0
lumiga,Sicilian Defense,1,1.0
lumil,Bishop's Opening,1,0.0
lumil,Sicilian Defense: Bowdler Attack,2,0.5
lumir,Nimzo-Larsen Attack: Indian Variation,1,0.0
lunadpg97,Italian Game: Classical Variation |  Giuoco Pianissimo,1,1.0
lunaticpawn,King's Indian Attack,1,1.0
lupanama,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,2,1.0
lupanama,Nimzo-Indian Defense: Normal Variation |  Ragozin Variation,2,1.0
lupevi,Scotch Game: Classical Variation |  Intermezzo Variation,1,0.0
lupo,Alekhine Defense,1,1.0
lupo,Vienna Game: Falkbeer Variation,2,0.5
lurtrester,Four Knights Game: Gunsberg Variation,1,0.0
lurtrester,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,1,0.0
lurtrester,Scotch Game: Haxo Gambit,1,1.0
lusert,Queen's Indian Accelerated,1,1.0
lutinmarseille,English Opening: Anglo-Scandinavian Defense,1,0.0
lvbnhbq44,Italian Game: Anti-Fried Liver Defense,1,0.0
lvovich,Sicilian Defense: McDonnell Attack,1,0.0
lyca,Zukertort Opening: Ross Gambit,1,1.0
lyckyfisher,Budapest Defense: Adler Variation,1,0.0
lyfrules,Van't Kruijs Opening,1,0.0
lykos321,Bishop's Opening: Khan Gambit,1,0.0
lykos321,Scandinavian Defense: Main Line,1,1.0
lykos321,Scandinavian Defense: Mieses-Kotroc Variation,1,0.0
lynnpv,English Opening: Anglo-Indian Defense,1,0.0
lynnpv,English Opening: Anglo-Indian Defense |  King's Knight Variation,1,1.0
lynnpv,English Opening: Anglo-Scandinavian Defense,1,1.0
lynnpv,English Opening: Caro-Kann Defensive System,1,0.0
lynnpv,English Opening: King's English Variation,1,1.0
lynnpv,King's Indian Defense: Fianchetto Variation |  Debrecen Defense,1,0.0
lynosbc,Van't Kruijs Opening,1,0.0
lyonfab,Bishop's Opening,1,1.0
lzchips,Center Game: Paulsen Attack Variation,2,1.0
lzchips,Four Knights Game: Scotch Variation |  Belgrade Gambit,1,1.0
lzchips,King's Gambit Accepted |  Bishop's Gambit,1,1.0
lzchips,Modern Defense: Standard Defense,2,1.0
lzchips,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,1,1.0
lzchips,Ponziani Opening: Jaenisch Counterattack,1,0.0
lzchips,Sicilian Defense: Najdorf |  Lipnitsky Attack,1,1.0
lzchips,Sicilian Defense: Wing Gambit,2,1.0
lzchips,Three Knights Opening,2,1.0
m-1369,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,1,1.0
m-gibellato,French Defense: King's Indian Attack,1,0.0
m0davis,Nimzo-Larsen Attack: Modern Variation #3,2,1.0
m2018,Caro-Kann Defense: Accelerated Panov Attack |  Modern Variation,1,1.0
m4c3l0,Queen's Gambit Accepted: Old Variation,1,1.0
m4rc0fr,Sicilian Defense: Bowdler Attack,1,1.0
m4tti,Italian Game: Giuoco Pianissimo |  Normal,1,0.0
m4tti,Italian Game: Schilling-Kostic Gambit,1,1.0
m60,Caro-Kann Defense: Hillbilly Attack,1,1.0
m7mdsayed52,Queen's Gambit Refused: Marshall Defense,1,1.0
m8ryx,King's Pawn Game: McConnell Defense,1,0.0
m8ryx,Scandinavian Defense: Main Line,1,1.0
m8ryx,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
m8ryx,Sicilian Defense: Closed Variation,1,0.0
m9651877,Ruy Lopez: Exchange Variation |  Lutikov Variation,1,1.0
m_a_r_c_u_s5973,Four Knights Game: Italian Variation,1,1.0
m_albert137,Philidor Defense #2,1,1.0
maanit98,Clemenz Opening,1,0.0
maarsoo,Sicilian Defense: Old Sicilian,1,1.0
mabe48b,Sicilian Defense,1,1.0
mabrown86,Philidor Defense,1,1.0
mac2224,Dutch Defense,1,0.0
mac2224,Indian Game,1,0.0
macetico,Polish Opening: Czech Defense,1,1.0
maciek1959,English Opening: King's English Variation |  Reversed Closed Sicilian,2,1.0
macripoly,Owen Defense,1,0.0
mactulip,Old Indian Defense,1,1.0
mad_giraffe,Zukertort Opening: Queen's Gambit Invitation,1,1.0
madarsani,Sicilian Defense,1,1.0
madatadam,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,1,0.0
madatadam,Sicilian Defense: Hyperaccelerated Dragon,1,0.0
madc,French Defense: Advance Variation |  Paulsen Attack,1,1.0
madd_hatter,Caro-Kann Defense: Advance Variation,1,0.0
madd_hatter,Colle System #2,1,1.0
madd_hatter,Four Knights Game,1,1.0
madd_hatter,French Defense: Advance Variation |  Main Line,1,1.0
madd_hatter,Horwitz Defense,1,1.0
madd_hatter,Hungarian Opening: Slav Formation,1,0.0
madd_hatter,Owen Defense,1,0.0
madd_hatter,Queen's Gambit Declined,1,0.0
madd_hatter,Sicilian Defense: Najdorf Variation,1,0.0
madd_hatter,Van Geet Opening,1,0.0
madd_hatter,Van't Kruijs Opening,1,0.0
madd_hatter,Zukertort Opening: Queen's Gambit Invitation,1,1.0
madeinukraine,Van't Kruijs Opening,1,0.0
madhaus,French Defense: Advance Variation #3,1,0.0
madi1691,Caro-Kann Defense: Classical Variation,1,0.0
madi1691,French Defense: Exchange Variation,1,0.0
madi1691,Giuoco Piano,1,1.0
madi1691,Owen Defense,1,1.0
madi1691,Scandinavian Defense: Anderssen Counterattack,1,1.0
madi1691,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation,1,0.0
madiane,Old Benoni Defense,1,1.0
madkid,Queen's Pawn Game: London System,1,0.0
madoscmossco,English Opening: The Whale,1,0.0
madskillzz,Russian Game: Urusov Gambit,1,1.0
madsterc,Nimzowitsch Defense,1,0.0
maelm,Sicilian Defense: Delayed Alapin,1,1.0
maes10,Vienna Game: Stanley Variation,1,0.0
maforma,King's Gambit Accepted |  MacLeod Defense,1,1.0
mag28512851,English Opening: Anglo-Indian Defense |  Scandinavian Defense,1,1.0
maga8,French Defense #2,1,1.0
magdy1951,Queen's Gambit Accepted: Old Variation,1,0.0
magen,French Defense: Mediterranean Defense,1,0.0
magic007,French Defense: Knight Variation,1,1.0
magicmann2000,French Defense: Knight Variation,1,1.0
magnata2016,English Opening: Symmetrical Variation |  Duchamp Variation,2,1.0
magnet666,Owen Defense,1,1.0
magnifico_e,French Defense: Steinitz Attack,1,1.0
magnus,Horwitz Defense,1,1.0
magnus,Queen's Pawn Game: London System,1,0.0
magnus,Slav Defense #2,1,1.0
magnus_dong,Blumenfeld Countergambit #2,1,0.0
magnus_dong,English Opening: King's English Variation |  Reversed Sicilian,1,0.0
magnus_dong,French Defense: Advance |  Steinitz Variation,1,0.0
magnus_dong,Horwitz Defense,1,1.0
magnus_dong,King's Pawn Game: Damiano Defense,1,1.0
magnus_dong,Queen's Pawn,1,0.0
magnus_dong,Queen's Pawn Game: Zukertort Variation,1,0.0
magnus_new,French Defense: Winawer Variation |  Poisoned Pawn Variation,1,0.0
magnusian64,Scandinavian Defense: Portuguese Variation,1,0.0
magnussen1,Owen Defense,1,0.0
magnussen1,Scotch Game,1,1.0
mahachkala,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
mahan6,Russian Game: Stafford Gambit,1,0.0
maharnav,Old Benoni Defense,1,0.0
maharnav,Queen's Gambit Declined,1,0.0
mahdi1365,Petrov's Defense,1,0.0
mahdifoladi,Global Opening,1,1.0
mahdirahimipargoo,King's Pawn Game: Leonardis Variation,1,1.0
mahmoud-0,King's Indian Defense: Orthodox Variation |  Aronin-Taimanov Defense,1,0.0
mahmoud-0,Nimzo-Indian Defense: Classical Variation,2,0.0
mahmoud-0,Nimzo-Indian Defense: Classical Variation |  Keres Defense,1,0.0
mahmoud-0,Nimzo-Indian Defense: Ragozin Variation,1,0.0
mahmoud-0,Queen's Gambit Declined: Janowski Variation,1,1.0
mahmoud-0,Semi-Slav Defense,1,0.0
mahmoud-0,Slav Defense #2,1,0.0
mahmoud_safyan,Caro-Kann Defense,1,0.0
mahmoud_safyan,Center Game #2,2,0.5
mahmoud_safyan,Center Game: Lanc-Arnold Gambit |  Schippler Gambit,1,0.0
mahmoud_safyan,Danish Gambit,1,0.0
mahmoud_safyan,Danish Gambit Accepted,1,1.0
mahmoud_safyan,Danish Gambit Accepted |  Copenhagen Defense,1,1.0
mahmoud_safyan,English Opening: King's English Variation |  Reversed Closed Sicilian,1,1.0
mahmoud_safyan,King's Indian Defense: Normal Variation |  King's Knight Variation,1,1.0
mahmoud_safyan,King's Knight Opening: Normal Variation,1,0.0
mahmoud_safyan,King's Pawn Game,1,0.0
mahmoud_safyan,King's Pawn Game: Maroczy Defense,1,1.0
mahmoud_safyan,Modern Defense,1,1.0
mahmoud_safyan,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,3,0.6666666666666666
mahmoud_safyan,Queen's Pawn Game: Chigorin Variation,1,1.0
mahmoud_safyan,Scotch Game,1,1.0
mahmoud_safyan,Slav Defense: Modern Line,1,0.0
mahoni_1453,Giuoco Piano,1,0.0
mahshid,Pirc Defense #4,1,0.0
mahyir35,Sicilian Defense: Smith-Morra Gambit #2,1,0.0
maiconoo8oo,Queen's Pawn Game #3,1,1.0
maiconoo8oo,Van't Kruijs Opening,1,0.0
maiden07,French Defense: Exchange Variation,1,1.0
maiden07,Sicilian Defense: Open #3,1,1.0
maiden07,Three Knights Opening,1,1.0
maiden07,Van't Kruijs Opening,1,1.0
maikiman,Benoni Defense: Classical Variation |  New York Variation,1,1.0
mailmukulgupta,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
mailsupriya,Colle System,1,0.0
mailsupriya,English Defense #2,1,1.0
mailsupriya,French Defense: Exchange Variation,2,0.0
mailsupriya,King's Indian Defense: Orthodox Variation,1,1.0
mailsupriya,Queen's Gambit Accepted: Old Variation,2,1.0
mailsupriya,Queen's Gambit Declined: 4.Bg5 Be7,1,1.0
mailsupriya,Queen's Gambit Declined: Lasker Defense,1,0.0
mailsupriya,Queen's Gambit Declined: Modern Variation |  Normal Line,2,0.0
mailsupriya,Queen's Gambit Refused: Albin Countergambit,1,1.0
mailsupriya,Queen's Gambit Refused: Marshall Defense,1,1.0
mailsupriya,Queen's Pawn Game,2,0.5
mailsupriya,Queen's Pawn Game: Colle System,1,0.0
mailsupriya,Queen's Pawn Game: Colle System |  Gruenfeld Formation,1,1.0
mailsupriya,Slav Defense,1,0.0
mailsupriya,Slav Defense: Exchange Variation |  Schallopp Variation,1,1.0
mailsupriya,Yusupov-Rubinstein System,1,1.0
mair2,English Opening: Symmetrical Variation,1,0.0
majakasta,King's Pawn Game: Pachman Wing Gambit,1,1.0
majdorf,Italian Game,1,0.0
majek,King's Pawn Game: Macleod Attack,1,0.0
majid-a,Polish Opening,1,1.0
majid141,Sicilian Defense: Kalashnikov Variation,1,0.0
majid141,Sicilian Defense: Kramnik Variation,1,0.0
majid81,Indian Game,1,0.0
majid81,Queen's Pawn Game: Mason Attack,1,0.0
majid_alsalhi,French Defense: Advance Variation |  Main Line,1,1.0
majid_alsalhi,Sicilian Defense: Delayed Alapin Variation,1,0.0
majidmir,Owen Defense,1,0.0
majorwarren,Queen's Pawn Game,2,1.0
majorwarren,Sicilian Defense,2,1.0
majstor2650,Caro-Kann Defense: Advance Variation,1,1.0
majstor2650,Caro-Kann Defense: Exchange Variation,1,0.0
majstor2650,Modern Defense,1,0.0
majstor2650,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation,1,1.0
majstor2650,Sicilian Defense: Old Sicilian,1,0.0
majstor2650,Torre Attack,1,0.0
makar1999,Sicilian Defense: Bowdler Attack,1,0.0
makar_batulin,Bishop's Opening: Berlin Defense,1,0.0
makar_batulin,Italian Game: Giuoco Pianissimo |  Normal,1,1.0
makar_batulin,Sicilian Defense: Closed Variation,1,1.0
makc12,Sicilian Defense: Old Sicilian,1,1.0
makegus1,Mieses Opening,2,0.0
makelchess,Four Knights Game: Italian Variation,1,0.0
makhach-kala,King's Pawn Game: Wayward Queen Attack,1,0.0
makhovsky,Nimzo-Larsen Attack: Modern Variation #4,1,1.0
maklen,Sicilian Defense: Sozin Attack |  Leonhardt Variation,1,0.0
makopako,King's Pawn Game: Damiano Defense,1,1.0
maks1906,Sicilian Defense: Dragon Variation,1,0.0
maks31,French Defense: Knight Variation,1,1.0
maks31,King's Knight Opening,1,1.0
maks31,Ruy Lopez: Classical Variation,1,0.0
maks31,Ruy Lopez: Exchange Variation |  King's Bishop Variation,1,0.0
maks31,Ruy Lopez: Steinitz Defense,1,0.0
maks31,Scandinavian Defense: Main Line,1,0.0
maksat123,Caro-Kann Defense: Advance Variation |  Bayonet Attack,1,1.0
maksim89,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,1,0.0
maksim_nakonecnhy,Scandinavian Defense,1,0.0
maksimen,Sicilian Defense: Najdorf Variation |  English Attack,1,1.0
maktraxer,Van't Kruijs Opening,1,0.0
malangero,Sicilian Defense: Najdorf Variation |  Opocensky Variation,1,1.0
malatestabr,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,1,0.0
maldonadof9,Van't Kruijs Opening,1,0.0
malew89001,Danish Gambit Accepted,1,1.0
malgorzataks,Sicilian Defense: Closed Variation,1,1.0
maliey,Dutch Defense,1,1.0
malikmat,Sicilian Defense: Closed,1,1.0
malinna,Nimzowitsch Defense: Franco-Nimzowitsch Variation,1,1.0
malonbh,French Defense: Exchange Variation,1,0.0
malphoy,Latvian Gambit Accepted,1,0.0
maltenschoep,King's Indian Defense: Four Pawns Attack,1,1.0
maltetillmarconi,Budapest Defense: Rubinstein Variation,1,0.0
maluking,Portuguese Opening,1,1.0
mamadmeshk,Pirc Defense #3,1,1.0
mamaduck,English Defense,1,0.0
mamaduck,Gruenfeld Defense: Exchange Variation,1,1.0
mamaduck,Nimzo-Indian Defense: Normal Variation |  Ragozin Variation,1,0.0
mamaduck,Queen's Gambit Accepted: Saduleto Variation,2,0.0
mamaduck,Queen's Gambit Declined: Semi-Tarrasch Defense |  Exchange Variation,1,1.0
mamaduck,Semi-Bononi,1,1.0
mamai27,Sicilian Defense: Najdorf Variation |  Amsterdam Variation,1,0.0
mamaszachistka,Amazon Attack,1,0.0
mamaszachistka,Hungarian Opening,1,0.0
mamaszachistka,Nimzowitsch Defense: Kennedy Variation,1,1.0
mamontidla,Italian Game: Two Knights Defense |  Knight Attack,1,1.0
mamoot,Pirc Defense #5,1,1.0
manakharam,King's Pawn Game: Napoleon Attack,1,0.0
manal,Ruy Lopez: Bird Variation,1,0.0
manapbk,Sicilian Defense: Old Sicilian,1,0.0
manavalam2,Scandinavian Defense: Modern Variation,1,0.0
manavalam2,Sicilian Defense,1,0.0
manda13,English Opening: Great Snake Variation,1,0.0
manda13,Van Geet Opening,1,0.0
mandre,Canard Opening,1,1.0
mandre,Pirc Defense: Austrian Attack |  Unzicker Attack,2,1.0
mandre,Queen's Pawn Game,1,1.0
mandre,System: Double Duck Formation,1,0.0
mandy36,French Defense: Queen's Knight,1,1.0
manerg,French Defense: Advance Variation |  Main Line,1,0.0
mangonian,Scotch Game,1,0.0
mani66,Sicilian Defense: Old Sicilian,1,0.0
manikandan_25,Scandinavian Defense: Panov Transfer,1,0.0
maninayebi,Nimzo-Indian Defense,1,0.0
maninblack909,Queen's Pawn Game: Mason Attack,1,0.0
manipin,French Defense: Queen's Knight,2,0.5
manisgigantea,Trompowsky Attack,1,1.0
manish_007,Sicilian Defense,2,1.0
mannat1,Queen's Pawn Game: Chigorin Variation,1,0.0
mano99,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,1,1.0
manosilva,Ruy Lopez: Steinitz Defense,1,1.0
manosop,King's Pawn Game: Macleod Attack,1,0.0
manrod420,English Opening: King's English Variation |  Reversed Sicilian,1,1.0
manrod420,English Opening: Symmetrical Variation |  Normal Variation,1,1.0
manrod420,English Opening: The Whale,2,0.5
manrod420,Old Indian: Czech Variation |  with Nc3,1,0.0
mansoor_k11,Hungarian Opening: Reversed Modern Defense,1,0.0
mansoor_k11,Nimzo-Larsen Attack: Classical Variation,1,0.0
mansoor_k11,Sicilian Defense: Bowdler Attack,4,0.0
mansoor_k11,Sicilian Defense: Lasker-Dunne Attack,1,0.0
mansoor_k11,Sicilian Defense: Old Sicilian,1,0.0
manu1979,Danish Gambit Declined |  Sorensen Defense,1,0.0
manuel10,King's Pawn Game: Busch-Gass Gambit,1,1.0
manuele-porcelli,Dutch Defense: Hopton Attack,1,0.0
manuelmontesm,Italian Game: Two Knights Defense |  Modern Bishop's Opening,1,0.0
manuelsenior,Ruy Lopez: Closed |  8.c3,1,1.0
manurafa,Sicilian Defense,1,0.0
maocuervo,French Defense: Advance Variation #3,1,1.0
mar2018,Queen's Pawn Game: Zukertort Variation,2,0.5
mar2345,Pirc Defense #4,1,1.0
maratderb,French Defense: Paulsen Variation,1,1.0
marboen,Queen's Pawn Game,1,1.0
marc4u,King's Indian Defense,1,1.0
marcelmoitessier,Four Knights Game: Scotch Variation Accepted,1,1.0
marcelo1957,French Defense: Tarrasch Variation,1,0.0
marcelo1957,Ruy Lopez: Exchange Variation |  Lutikov Variation,1,1.0
marcelo41,Semi-Slav Defense: Main Line,1,0.0
marcelo905,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
marceloberna,Sicilian Defense: Dragon |  6.Be3,1,0.0
marcelotjr,Pirc Defense #2,1,1.0
marckflow,Polish Defense,1,1.0
marcliamlu031400,Scotch Game,1,1.0
marco-phoenix,King's Gambit,1,0.0
marco-phoenix,King's Gambit Declined |  Queen's Knight Defense,1,0.0
marco2771,Slav Defense: Two Knights Attack,1,1.0
marco753,Rat Defense: Harmonist,1,1.0
marco_moyano,King's Gambit Accepted |  Greco Gambit,1,0.0
marcodisogno,Pirc Defense,1,1.0
marcosaba,French Defense: Rubinstein Variation,1,1.0
marcosi99,French Defense: Tarrasch Variation,1,0.0
marcospe1964,Polish Opening,1,0.0
marcossud185,Sicilian Defense: Closed Variation |  Traditional,1,0.0
marcrid,Sicilian Defense,1,0.0
marcus_aurelius11,English Opening: King's English Variation |  Kramnik-Shirov Counterattack,1,0.0
marcuslavour,Queen's Pawn Game #2,1,0.0
marcuslavour,Queen's Pawn Game #3,1,0.0
mardavij1,English Opening: Anglo-Indian Defense |  King's Knight Variation,1,0.0
mardavij1,Queen's Gambit Declined: Modern Variation |  Normal Line,1,1.0
mardonmat,Sicilian Defense: Smith-Morra Gambit #2,1,1.0
maredsous,Sicilian Defense: Snyder Variation,1,1.0
maregtypography,Old Benoni Defense,1,0.0
marellik,King's Pawn Game: Damiano Defense,1,0.0
marellik,Ruy Lopez: Exchange Variation,1,0.0
marenno,King's Pawn Game: Wayward Queen Attack,1,1.0
margune,Four Knights Game: Italian Variation,1,1.0
mariale200,French Defense: Advance Variation #2,2,0.0
marianocharly,Scandinavian Defense,1,0.0
mariansklenar,Sicilian Defense: Canal Attack |  Main Line,1,0.0
marigw,English Defense #2,1,0.0
marigw,Englund Gambit,2,0.0
marigw,Horwitz Defense,3,0.0
marigw,Indian Game,2,0.0
marigw,Modern Defense,1,0.0
marigw,Old Benoni Defense,1,0.0
marigw,Queen's Gambit,1,0.0
marigw,Queen's Pawn,2,0.5
marigw,Queen's Pawn Game,7,0.14285714285714285
marik1914,Bishop's Opening: Berlin Defense,2,0.5
marik1914,Russian Game: Urusov Gambit,1,1.0
marinaldodelphi,Blackmar-Diemer Gambit,2,1.0
marines2040,French Defense: Advance Variation |  Paulsen Attack,1,0.0
marinho_797,Center Game #2,2,1.0
marino123,Sicilian Defense: Staunton-Cochrane Variation,1,0.0
mario455,Scandinavian Defense: Modern Variation #2,2,0.0
mariobb,Van't Kruijs Opening,4,0.25
mariocrippa,French Defense: Tarrasch Variation |  Open System |  Suechting Line,1,1.0
mariocrippa,Italian Game: Classical Variation |  Albin Gambit,1,0.0
mariofaro,Hungarian Opening,1,0.0
mariopotas,King's Pawn Game,1,1.0
marisav,Bishop's Opening,1,1.0
marius-za,Sicilian Defense,1,1.0
mariuseg,Pirc Defense: Austrian Attack |  Weiss Variation,1,1.0
mark-ko,Queen's Pawn,1,1.0
mark1984,Queen's Pawn Game: Symmetrical Variation,1,0.0
markalone8,King's Pawn Game: King's Head Opening,1,0.0
markan456,Ruy Lopez: Berlin Defense,1,0.0
markan456,Ruy Lopez: Closed Variations |  Bogoljubov Variation,1,0.0
markendofday,Queen's Pawn Game: Chigorin Variation,1,1.0
marketa27,Queen's Pawn Game: Mason Attack,1,1.0
markomejia7,Caro-Kann Defense,1,0.0
markosbueno,King's Pawn Game: Wayward Queen Attack,2,1.0
markovits75,King's Indian Attack: Sicilian Variation,1,0.0
markovits75,Slav Defense: Modern Line,1,0.0
markozir,French Defense: La Bourdonnais Variation,1,1.0
marksmirniy,Vienna Game: Stanley Variation |  Reversed Spanish,1,1.0
marky0,Rat Defense: Antal Defense,1,0.0
marlon6109,Italian Game: Giuoco Pianissimo |  Normal,1,0.0
marlon6109,Philidor Defense #4,1,1.0
marlon6109,Polish Opening,2,1.0
marlon6109,Sicilian Defense: Grand Prix Attack,2,0.5
marmooool,Horwitz Defense,1,0.0
marmoraka5,Four Knights Game: Italian Variation,4,0.0
marooned95,French Defense: Knight Variation,1,1.0
marosv2,Sicilian Defense,1,0.0
marren47,Sicilian Defense: Hyperaccelerated Dragon,1,0.0
mars33,Scandinavian Defense: Portuguese Variation,1,0.0
marsal1958,Bishop's Opening,1,1.0
marsel08,Philidor Defense #3,1,1.0
marsfj,Owen Defense,1,1.0
marshall-3860,Ruy Lopez: Cozio Defense,1,0.0
marsnk,Caro-Kann Defense: Exchange Variation,1,1.0
marstem,Nimzo-Larsen Attack: Modern Variation #2,1,1.0
marstem,Polish Opening,4,0.75
marstem,Polish Opening: Czech Defense,1,0.0
marstem,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
marstem,Sicilian Defense: O'Kelly Variation |  Venice System,1,0.0
marstem,Zukertort Opening: Sicilian Invitation,1,0.0
marsupiales3v,Queen's Gambit Declined: Three Knights Variation,1,0.0
marta_monti,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,1,1.0
martan1208,Italian Game: Giuoco Pianissimo |  Normal,3,0.0
martbryde,King's Pawn Game: Nimzowitsch Defense,2,1.0
martbryde,Owen Defense,2,1.0
marth3281,English Opening: King's English Variation,1,1.0
martha,Van't Kruijs Opening,1,1.0
martiale,Caro-Kann Defense: Advance Variation,1,1.0
martin1986,Ruy Lopez: Exchange Variation |  Lutikov Variation,1,0.0
martin4231,King's Pawn Game: Damiano Defense,1,1.0
martinbigi,Queen's Pawn Game,1,1.0
martincavoti,Russian Game: Cozio (Lasker) Attack,1,0.0
martineden11,Scotch Game: Scotch Gambit |  Advance Variation,1,1.0
martinef12,Caro-Kann Defense,1,1.0
martinlutherking,Ruy Lopez: Berlin Defense |  Beverwijk Variation,1,1.0
martinlutherking,Scandinavian Defense: Modern Variation #2,1,0.0
martinlutherking,Sicilian Defense: McDonnell Attack,1,0.0
martix,Italian Game: Evans Gambit |  Main Line,1,1.0
marudud,Danish Gambit,1,0.0
marvaey,Sicilian Defense: Bowdler Attack,1,1.0
marviher,Semi-Slav Defense,1,1.0
marwans,Scandinavian Defense,1,1.0
maryam722,Vienna Game: Max Lange Defense,1,0.0
marytemelnikaite,Philidor Defense: Hanham Variation,1,1.0
mas201414,Sicilian Defense: Najdorf Variation,1,1.0
masa-90,French Defense: King's Indian Attack,2,0.0
masciu,Queen's Gambit Accepted: Old Variation,1,1.0
mashi,Alekhine Defense #3,1,0.0
mashi,Caro-Kann Defense: Advance Variation,1,0.0
mashi,Caro-Kann Defense: Classical Variation,1,0.0
mashi,Four Knights Game: Italian Variation,1,0.0
mashi,French Defense #2,1,0.0
mashi,Italian Game: Evans Gambit |  Stone-Ware Variation,1,0.0
mashi,King's Pawn Game: Nimzowitsch Defense,1,0.0
mashi,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,1,1.0
mashi,Philidor Defense #2,2,0.5
mashi,Pirc Defense #4,1,1.0
mashi,Ruy Lopez,2,1.0
mashi,Ruy Lopez: Morphy Defense |  Anderssen Variation,1,0.0
mashi,Sicilian Defense: Closed Variation,3,0.0
mashi,Sicilian Defense: Closed Variation |  Traditional,1,0.0
mashi,Ware Defense,1,1.0
maskedhunter,Queen's Pawn Game: Chigorin Variation,1,1.0
masmaruc,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
masomaso,French Defense: Knight Variation,1,1.0
masonpafun,Four Knights Game: Italian Variation,1,0.0
masonpafun,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,1,0.0
masonpafun,Italian Game: Two Knights Defense |  Modern Bishop's Opening,1,0.0
masoud10,Bishop's Opening: Berlin Defense,1,1.0
masoud30,French Defense #2,1,0.0
masoud30,French Defense: King's Indian Attack,2,0.0
masoud30,King's Pawn Game: King's Head Opening #2,1,0.0
masoud30,Scandinavian Defense,1,0.0
masquerade,Benoni Defense: Benoni-Indian Defense,1,0.0
masquerade,Caro-Kann Defense: Classical |  7...Nd7,2,0.0
masquerade,Caro-Kann Defense: Maroczy Variation,1,0.0
masquerade,Dutch Defense: Queen's Knight Variation,2,0.0
masquerade,Queen's Gambit Declined: Modern Variation,1,1.0
masquerade,Ruy Lopez: Marshall Attack |  Modern Variation,1,0.0
masquerade,Ruy Lopez: Steinitz Defense,1,1.0
masquerade,Sicilian Defense: Dragon Variation |  Modern Bc4 Variation,1,0.0
masquerade,Sicilian Defense: Loewenthal Variation,1,0.0
masquerade,Sicilian Defense: Najdorf |  Lipnitsky Attack,2,0.5
masquerade,Slav Defense: Exchange Variation,1,0.0
masseik,Van't Kruijs Opening,1,0.0
massimo80,King's Pawn Game: Leonardis Variation,1,1.0
massimoff,Zukertort Opening: Queen's Gambit Invitation,1,0.0
master22ar,Ruy Lopez: Closed Variations |  Rosen Attack,1,0.0
master23,Sicilian Defense: Bowdler Attack,1,0.0
master_vivek,Italian Game: Schilling-Kostic Gambit,1,0.0
masterblaster123,Queen's Gambit Declined: Queen's Knight Variation,1,1.0
mastercaique,Ruy Lopez: Steinitz Defense,1,1.0
masterchessssss,Zukertort Opening: Queen's Gambit Invitation,1,0.0
masterf00,Queen's Pawn Game: Colle System,1,0.0
masterhec,Caro-Kann Defense: Karpov Variation,1,1.0
masterhec,Caro-Kann Defense: Tartakower Variation,1,0.0
masterkill1,Slav Defense: Quiet Variation |  Pin Defense,1,0.0
mastermax19,Danish Gambit Accepted |  Classical Defense,3,1.0
mastermind14,King's Indian Defense: Normal Variation,1,0.0
mastermoise,Dutch Defense: Queen's Knight Variation,1,0.0
masterofnone006,King's Pawn Game: Leonardis Variation,1,1.0
mastersalomon,Blumenfeld Countergambit Accepted,2,1.0
mastersalomon,Bogo-Indian Defense: Gruenfeld Variation,2,0.0
mastersalomon,Dutch Defense,2,0.0
mastersalomon,French Defense: Exchange Variation,2,1.0
mastersalomon,Indian Game: Przepiorka Variation,4,0.0
mastersalomon,King's Indian Defense: Normal Variation |  King's Knight Variation,2,0.0
mastersalomon,Mieses Opening: Reversed Rat,2,1.0
mastersalomon,Neo-Gruenfeld Defense: Classical Variation |  Modern Defense,2,1.0
mastersalomon,Queen's Gambit Declined,2,1.0
mastersalomon,Queen's Gambit Declined: Vienna Variation,2,1.0
mastersalomon,Queen's Indian Defense: Fianchetto Variation,2,0.0
